transaction_id,client_id,transaction_amount,transaction_type,transaction_score_from_business_rules,ml_anomaly_flag,ml_anomaly_score,ml_risk_score,ml_risk_category,reason,triggered_rules
1108,39,16436,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1109,39,2390,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1110,39,3508,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1111,39,2405,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1112,39,4773,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1118,40,47102,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1121,40,21495,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1135,41,20090,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1140,41,4806,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1144,41,3505,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1179,42,43033,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1182,42,4297,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1187,43,3120,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1188,43,20186,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1189,43,4683,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1190,43,29761,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1191,43,19928,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1192,43,2464,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1193,43,2394,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1194,43,2060,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1196,43,3424,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1197,43,2449,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1198,43,3697,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1201,43,38360,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1202,43,4442,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1203,43,2338,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1204,43,18483,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1205,43,4267,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1206,43,2576,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1207,43,25040,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1208,43,2250,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1210,43,2341,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1211,43,3732,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1212,43,2987,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1213,43,3348,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1214,44,28802,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1215,44,18196,Investment,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1217,44,10305,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1225,44,46688,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1226,44,45716,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1229,44,34009,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1232,44,45470,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1237,45,42891,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1238,45,2748,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1240,45,17857,Deposit,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1245,45,2416,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1253,45,39743,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1257,45,36954,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1259,45,34556,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1263,45,3245,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1267,45,4579,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1274,45,4100,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1276,45,3575,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1278,46,4429,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1280,46,3036,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1281,46,2354,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1282,46,4947,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1283,46,4802,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1284,46,3488,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1285,46,2208,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1286,46,2350,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1287,46,40865,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1288,46,4147,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1289,46,13653,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1290,46,2390,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1291,46,4961,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1292,46,4939,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1293,46,46977,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1294,46,2684,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1295,46,2048,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1296,46,10061,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1297,46,4592,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1299,46,2199,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1300,46,2779,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1303,46,41301,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1304,46,2893,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1305,46,2190,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1309,47,3764,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1335,48,46243,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1340,48,15499,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1345,48,30335,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1350,48,18491,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1353,48,42251,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1356,48,14688,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1360,48,38797,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1361,48,48038,Deposit,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1364,48,4564,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1369,49,3493,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1370,49,3625,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1371,49,2424,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1372,49,2060,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1373,49,4997,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1374,49,31481,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1375,49,18472,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1376,49,35291,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1377,49,4182,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1378,49,2395,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1379,49,4253,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1380,49,3170,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1381,49,3304,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1382,49,3173,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1383,49,2418,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1384,49,4595,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1385,49,4428,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1386,49,3152,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1387,49,3557,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1388,49,4245,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1389,49,4741,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1390,49,4366,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1391,49,4510,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1392,49,3194,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1393,49,24198,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1394,49,17200,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1395,49,3010,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1396,49,3413,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1397,49,4428,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1398,49,3213,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1399,49,4600,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1400,49,2013,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1402,50,3073,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1416,50,26930,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1420,50,26994,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1427,50,43645,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1428,50,10666,Withdrawal,2.6,-1,-0.3200951546419447,100.0,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1430,50,24738,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1439,50,41086,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1440,51,2284,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1449,51,48011,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1456,51,32079,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1459,51,22029,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1460,51,15307,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1475,52,30259,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1479,53,40054,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1481,53,17178,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1482,53,49517,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1486,53,30729,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1498,53,17598,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1499,53,44365,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1500,53,14506,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1501,53,16895,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1506,54,28770,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1516,54,28759,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1520,54,22017,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1523,54,43132,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1525,54,3001,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1532,54,44637,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1533,55,48588,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1534,55,3116,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1536,55,4332,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1537,55,3323,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1538,55,4617,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1539,55,23399,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1540,55,2781,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1541,55,2465,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1543,55,4147,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1544,55,4581,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1545,55,2187,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1546,55,3450,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1548,55,2209,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1551,55,15054,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1552,55,3490,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1553,55,4192,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1554,55,3524,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1555,55,2901,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1556,55,3630,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1557,55,4992,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1558,55,3898,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1559,55,3587,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1560,55,2232,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1561,55,4292,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1562,55,2484,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1563,55,2444,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1564,55,41118,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1565,55,4379,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1566,55,2519,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1567,55,4935,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1568,55,2736,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1569,55,2073,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1572,55,4814,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1574,55,4944,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1575,55,4289,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1585,56,18678,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1601,56,16670,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1616,57,33644,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1622,57,37204,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1624,57,14509,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1630,57,22050,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1641,57,25920,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1652,58,2861,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1653,58,35276,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1661,58,47271,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1662,58,2969,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1673,58,28482,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1674,59,3536,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1675,59,3767,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1676,59,2669,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1677,59,49847,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1679,59,4517,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1680,59,3795,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1681,59,2712,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1683,59,3423,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1684,59,3820,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1685,59,4681,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1686,59,2656,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1687,59,3462,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1689,59,3796,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1690,59,4782,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1692,59,4714,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1693,59,22804,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1695,59,2595,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1696,59,3689,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1697,59,4915,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1698,59,3506,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1700,59,3952,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1701,59,4339,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1702,59,3829,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1703,59,3526,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1704,59,2932,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
