transaction_id,client_id,transaction_amount,transaction_date,transaction_type,status,origin_country,destination_country
2086,72,3634,2025-09-29,Withdrawal,Completed,USA,USA
2087,72,4389,2025-09-20,Transfer,Completed,USA,Canada
2088,72,14832,2025-08-26,Transfer,Completed,USA,USA
2089,72,4945,2025-08-23,Investment,Completed,USA,USA
2090,72,38855,2025-07-23,Transfer,Completed,USA,USA
2091,72,4033,2025-09-23,Investment,Failed,USA,Germany
2092,72,23288,2025-07-18,Transfer,Completed,USA,USA
2093,72,3936,2025-08-09,Withdrawal,Completed,USA,USA
2094,72,2301,2025-09-26,Transfer,Completed,USA,USA
2095,72,3722,2025-08-26,Investment,Completed,USA,USA
2096,72,3815,2025-07-22,Transfer,Completed,USA,USA
2097,72,4090,2025-08-23,Investment,Completed,USA,USA
2098,72,42489,2025-08-06,Transfer,Completed,USA,USA
2099,72,3269,2025-08-28,Transfer,Completed,USA,UAE
2100,72,16022,2025-07-25,Investment,Pending,USA,USA
2101,72,4417,2025-10-13,Deposit,Completed,USA,USA
2102,72,3875,2025-08-14,Deposit,Completed,USA,USA
2103,72,3757,2025-09-23,Transfer,Failed,USA,Australia
2104,72,4591,2025-08-22,Transfer,Completed,USA,UK
2105,73,3774,2025-07-17,Withdrawal,Completed,Nigeria,UAE
2106,73,3713,2025-08-21,Deposit,Completed,Nigeria,Nigeria
2107,73,3777,2025-08-03,Investment,Completed,Nigeria,Canada
2108,73,16986,2025-07-30,Deposit,Completed,Nigeria,Nigeria
2109,73,4426,2025-07-26,Transfer,Completed,Nigeria,Nigeria
2110,73,18878,2025-09-15,Transfer,Completed,Nigeria,Nigeria
2111,73,46849,2025-08-18,Deposit,Completed,Nigeria,Switzerland
2112,73,3047,2025-08-26,Transfer,Completed,Nigeria,Nigeria
2113,73,3340,2025-08-13,Investment,Completed,Nigeria,Australia
2114,73,2064,2025-10-05,Deposit,Completed,Nigeria,Nigeria
2115,73,3109,2025-10-11,Withdrawal,Completed,Nigeria,Nigeria
2116,73,2789,2025-09-11,Withdrawal,Completed,Nigeria,Nigeria
2117,73,2934,2025-09-04,Deposit,Completed,Nigeria,Nigeria
2118,73,3621,2025-10-12,Withdrawal,Pending,Nigeria,Nigeria
2119,73,2928,2025-09-26,Deposit,Completed,Nigeria,Russia
2120,73,3189,2025-10-06,Transfer,Completed,Nigeria,Nigeria
2121,73,4706,2025-07-31,Investment,Completed,Nigeria,Nigeria
2122,73,3252,2025-08-16,Investment,Completed,Nigeria,Nigeria
2123,73,3527,2025-08-04,Deposit,Failed,Nigeria,USA
2124,73,2974,2025-07-24,Transfer,Pending,Nigeria,Nigeria
2125,73,3777,2025-09-26,Transfer,Pending,Nigeria,Nigeria
2126,73,2895,2025-09-26,Transfer,Completed,Nigeria,Nigeria
2127,73,4929,2025-10-11,Investment,Completed,Nigeria,Germany
2128,73,35450,2025-09-21,Transfer,Completed,Nigeria,Nigeria
2129,73,2689,2025-08-17,Withdrawal,Completed,Nigeria,Nigeria
2130,73,2951,2025-08-27,Investment,Completed,Nigeria,Nigeria
2131,73,42456,2025-09-30,Deposit,Completed,Nigeria,Nigeria
2132,73,3243,2025-08-11,Deposit,Completed,Nigeria,Nigeria
2133,73,2089,2025-08-10,Deposit,Completed,Nigeria,Nigeria
2134,73,3912,2025-08-01,Transfer,Completed,Nigeria,Nigeria
2135,74,4965,2025-10-13,Withdrawal,Completed,China,China
2136,74,3489,2025-09-14,Deposit,Completed,China,China
2137,74,3676,2025-08-19,Deposit,Completed,China,China
2138,74,4989,2025-07-28,Transfer,Completed,China,UAE
2139,74,20343,2025-09-29,Withdrawal,Failed,China,China
2140,74,44138,2025-07-17,Investment,Completed,China,China
2141,74,2655,2025-09-04,Withdrawal,Completed,China,China
2142,74,2280,2025-07-26,Transfer,Completed,China,China
2143,74,32039,2025-08-17,Investment,Completed,China,China
2144,74,4057,2025-09-20,Investment,Completed,China,China
2145,74,4196,2025-07-27,Deposit,Completed,China,China
2146,74,3350,2025-08-08,Withdrawal,Completed,China,China
2147,74,44647,2025-09-02,Withdrawal,Failed,China,China
2148,74,29600,2025-10-10,Deposit,Completed,China,China
2149,74,4882,2025-09-21,Transfer,Pending,China,China
2150,74,4534,2025-07-24,Transfer,Completed,China,China
2151,75,4485,2025-08-20,Transfer,Completed,Russia,Russia
2152,75,39440,2025-07-20,Deposit,Completed,Russia,Russia
2153,75,2846,2025-10-03,Deposit,Completed,Russia,Russia
2154,75,3229,2025-08-31,Withdrawal,Pending,Russia,Russia
2155,75,4717,2025-09-09,Withdrawal,Completed,Russia,Russia
2156,75,4368,2025-08-29,Transfer,Completed,Russia,Russia
2157,75,4118,2025-08-02,Withdrawal,Completed,Russia,Russia
2158,75,2325,2025-07-21,Withdrawal,Completed,Russia,Switzerland
2159,75,4737,2025-10-07,Investment,Completed,Russia,Nigeria
2160,76,2342,2025-09-19,Deposit,Completed,USA,Canada
2161,76,43536,2025-08-27,Transfer,Completed,USA,USA
2162,76,4244,2025-10-12,Withdrawal,Completed,USA,USA
2163,76,2670,2025-08-17,Withdrawal,Failed,USA,USA
2164,76,3786,2025-09-04,Investment,Completed,USA,USA
2165,76,4175,2025-09-26,Investment,Completed,USA,USA
2166,76,3059,2025-08-25,Investment,Completed,USA,USA
2167,76,3907,2025-09-18,Withdrawal,Completed,USA,USA
2168,76,4645,2025-09-03,Investment,Completed,USA,USA
2169,76,3522,2025-08-06,Transfer,Completed,USA,USA
2170,76,22159,2025-07-18,Deposit,Completed,USA,USA
2171,76,3766,2025-08-07,Deposit,Pending,USA,China
2172,76,3599,2025-10-03,Transfer,Completed,USA,Nigeria
2173,76,4893,2025-08-17,Deposit,Completed,USA,Canada
2174,76,4356,2025-09-05,Investment,Completed,USA,Switzerland
2175,76,2432,2025-08-12,Transfer,Completed,USA,USA
2176,76,3719,2025-09-09,Transfer,Completed,USA,UK
2177,76,3841,2025-07-25,Transfer,Completed,USA,USA
2178,76,2824,2025-08-21,Transfer,Completed,USA,USA
2179,76,3019,2025-08-05,Transfer,Completed,USA,USA
2180,76,46767,2025-09-03,Transfer,Completed,USA,USA
2181,76,4455,2025-08-06,Investment,Completed,USA,USA
2182,76,3773,2025-09-15,Withdrawal,Completed,USA,USA
2183,76,32327,2025-08-18,Investment,Completed,USA,Nigeria
2184,76,40938,2025-10-05,Transfer,Completed,USA,Canada
2185,76,4166,2025-09-24,Investment,Completed,USA,Russia
2186,77,3247,2025-09-16,Deposit,Failed,Nigeria,Nigeria
2187,77,4614,2025-10-07,Investment,Completed,Nigeria,Nigeria
2188,77,3596,2025-07-21,Investment,Completed,Nigeria,Nigeria
2189,77,2595,2025-09-10,Withdrawal,Completed,Nigeria,Nigeria
2190,77,3221,2025-07-24,Withdrawal,Completed,Nigeria,Nigeria
2191,77,4926,2025-09-08,Investment,Completed,Nigeria,Nigeria
2192,77,3739,2025-09-27,Withdrawal,Failed,Nigeria,Nigeria
2193,77,3720,2025-08-08,Withdrawal,Completed,Nigeria,Nigeria
2194,77,4435,2025-09-18,Withdrawal,Completed,Nigeria,Nigeria
2195,77,3839,2025-09-19,Deposit,Completed,Nigeria,Nigeria
2196,77,4175,2025-09-27,Deposit,Completed,Nigeria,Nigeria
2197,77,3033,2025-07-27,Withdrawal,Completed,Nigeria,UAE
2198,77,4708,2025-07-28,Deposit,Completed,Nigeria,Nigeria
2199,77,17493,2025-07-24,Transfer,Completed,Nigeria,Australia
2200,77,2956,2025-10-08,Transfer,Completed,Nigeria,Nigeria
2201,77,4129,2025-07-29,Investment,Completed,Nigeria,Canada
2202,78,4628,2025-09-22,Transfer,Completed,Nigeria,Nigeria
2203,78,2395,2025-08-09,Withdrawal,Completed,Nigeria,Nigeria
2204,78,3587,2025-09-22,Withdrawal,Completed,Nigeria,Nigeria
2205,78,4170,2025-09-22,Deposit,Failed,Nigeria,Nigeria
2206,78,4123,2025-08-28,Transfer,Completed,Nigeria,Nigeria
2207,78,4308,2025-07-16,Withdrawal,Completed,Nigeria,Nigeria
2208,78,2710,2025-10-03,Withdrawal,Completed,Nigeria,Nigeria
2209,78,3002,2025-09-01,Withdrawal,Completed,Nigeria,Nigeria
2210,78,2331,2025-08-23,Withdrawal,Completed,Nigeria,Russia
2211,78,2504,2025-10-11,Transfer,Completed,Nigeria,Nigeria
2212,78,2956,2025-08-06,Withdrawal,Completed,Nigeria,Nigeria
2213,78,3414,2025-09-23,Transfer,Completed,Nigeria,Nigeria
2214,78,4748,2025-09-22,Deposit,Completed,Nigeria,Nigeria
2215,78,13329,2025-09-21,Transfer,Completed,Nigeria,Germany
2216,78,2797,2025-08-31,Investment,Completed,Nigeria,Nigeria
2217,78,4196,2025-08-31,Transfer,Completed,Nigeria,Nigeria
2218,78,2290,2025-09-14,Deposit,Completed,Nigeria,Nigeria
2219,78,3208,2025-09-15,Withdrawal,Completed,Nigeria,Nigeria
2220,78,3482,2025-08-25,Withdrawal,Pending,Nigeria,UK
2221,78,2048,2025-09-25,Deposit,Failed,Nigeria,Nigeria
2222,78,2885,2025-08-23,Transfer,Completed,Nigeria,Nigeria
2223,78,3408,2025-07-27,Investment,Completed,Nigeria,Nigeria
2224,78,3920,2025-09-13,Investment,Completed,Nigeria,Nigeria
2225,78,4998,2025-09-14,Withdrawal,Completed,Nigeria,USA
2226,78,3734,2025-09-22,Deposit,Completed,Nigeria,Nigeria
2227,78,4209,2025-09-25,Deposit,Pending,Nigeria,Nigeria
2228,78,3766,2025-08-25,Withdrawal,Completed,Nigeria,Nigeria
2229,78,3478,2025-10-06,Withdrawal,Completed,Nigeria,Nigeria
2230,78,4142,2025-08-11,Transfer,Completed,Nigeria,Nigeria
2231,78,2032,2025-09-14,Withdrawal,Completed,Nigeria,Nigeria
2232,78,3194,2025-09-25,Withdrawal,Completed,Nigeria,Nigeria
2233,78,3011,2025-09-20,Withdrawal,Completed,Nigeria,Nigeria
2234,78,47262,2025-10-06,Deposit,Completed,Nigeria,Nigeria
2235,78,3488,2025-08-11,Withdrawal,Pending,Nigeria,Nigeria
2236,78,4312,2025-10-07,Deposit,Completed,Nigeria,Nigeria
2237,78,4978,2025-08-28,Investment,Completed,Nigeria,Russia
2238,78,4426,2025-07-28,Withdrawal,Completed,Nigeria,Nigeria
2239,78,4087,2025-07-29,Deposit,Completed,Nigeria,Nigeria
2240,78,4722,2025-08-09,Withdrawal,Failed,Nigeria,Nigeria
2241,78,3876,2025-10-10,Transfer,Completed,Nigeria,Nigeria
2242,78,3858,2025-09-29,Withdrawal,Completed,Nigeria,USA
2243,78,4025,2025-09-05,Deposit,Completed,Nigeria,USA
2244,78,2433,2025-08-01,Investment,Completed,Nigeria,UK
2245,78,4977,2025-09-22,Withdrawal,Completed,Nigeria,Nigeria
2246,78,4595,2025-10-07,Transfer,Completed,Nigeria,Nigeria
2247,78,2261,2025-10-04,Transfer,Completed,Nigeria,Nigeria
2248,78,25045,2025-07-26,Deposit,Failed,Nigeria,Australia
2249,78,3363,2025-08-19,Withdrawal,Completed,Nigeria,Nigeria
2250,79,4143,2025-08-17,Deposit,Pending,Russia,UK
2251,79,4696,2025-07-18,Withdrawal,Completed,Russia,Russia
2252,79,3665,2025-09-10,Withdrawal,Completed,Russia,Russia
2253,79,2539,2025-08-18,Investment,Completed,Russia,Russia
2254,79,4418,2025-09-25,Investment,Completed,Russia,Russia
2255,79,2908,2025-09-16,Withdrawal,Completed,Russia,Russia
2256,79,3392,2025-08-23,Withdrawal,Pending,Russia,Russia
2257,79,26334,2025-10-13,Investment,Completed,Russia,Russia
2258,79,3449,2025-08-18,Transfer,Completed,Russia,Russia
2259,79,2384,2025-08-14,Withdrawal,Completed,Russia,UAE
2260,79,30279,2025-08-28,Withdrawal,Completed,Russia,Russia
2261,79,4142,2025-07-22,Transfer,Completed,Russia,Russia
2262,79,2557,2025-07-22,Investment,Completed,Russia,Switzerland
2263,79,4791,2025-08-29,Investment,Completed,Russia,Russia
2264,79,3191,2025-08-04,Deposit,Completed,Russia,Russia
2265,79,4220,2025-07-27,Investment,Completed,Russia,Russia
2266,80,4149,2025-10-09,Transfer,Completed,Germany,Germany
2267,80,2748,2025-09-14,Withdrawal,Pending,Germany,Germany
2268,80,3393,2025-07-21,Withdrawal,Completed,Germany,Germany
2269,80,4291,2025-09-13,Transfer,Completed,Germany,Germany
2270,80,3368,2025-07-24,Deposit,Completed,Germany,Germany
2271,81,2982,2025-07-17,Deposit,Pending,Nigeria,Nigeria
2272,81,2505,2025-08-21,Investment,Completed,Nigeria,Nigeria
2273,81,3787,2025-08-25,Transfer,Pending,Nigeria,China
2274,81,4372,2025-09-21,Transfer,Completed,Nigeria,Switzerland
2275,81,3304,2025-09-10,Withdrawal,Pending,Nigeria,Nigeria
2276,81,3396,2025-09-03,Investment,Completed,Nigeria,Russia
2277,81,2914,2025-09-30,Investment,Completed,Nigeria,Nigeria
2278,81,3559,2025-08-25,Transfer,Completed,Nigeria,Nigeria
2279,81,2217,2025-09-01,Transfer,Completed,Nigeria,Nigeria
2280,81,2753,2025-08-06,Transfer,Completed,Nigeria,Germany
2281,82,4474,2025-10-07,Withdrawal,Completed,China,China
2282,82,4723,2025-08-14,Transfer,Completed,China,China
2283,82,2811,2025-09-29,Transfer,Completed,China,China
2284,82,4511,2025-08-27,Withdrawal,Completed,China,China
2285,82,3131,2025-10-05,Withdrawal,Pending,China,China
2286,82,2538,2025-08-25,Transfer,Completed,China,China
2287,82,3595,2025-07-24,Deposit,Failed,China,China
2288,82,18663,2025-09-27,Deposit,Failed,China,China
2289,82,3988,2025-08-26,Transfer,Pending,China,China
2290,82,25633,2025-07-18,Withdrawal,Pending,China,Germany
2291,82,3652,2025-10-06,Transfer,Completed,China,China
2292,82,4260,2025-08-14,Transfer,Completed,China,China
2293,82,45452,2025-08-22,Deposit,Completed,China,Nigeria
2294,82,4776,2025-10-07,Investment,Completed,China,China
2295,82,44801,2025-07-25,Withdrawal,Pending,China,China
2296,82,3047,2025-10-10,Deposit,Completed,China,China
2297,82,3661,2025-08-12,Deposit,Pending,China,China
2298,82,4778,2025-10-11,Deposit,Completed,China,China
2299,82,2790,2025-09-20,Withdrawal,Completed,China,China
2300,82,2075,2025-09-04,Investment,Completed,China,China
2301,82,4698,2025-07-23,Deposit,Completed,China,China
2302,82,2597,2025-08-08,Deposit,Completed,China,China
2303,82,2813,2025-09-15,Transfer,Completed,China,China
2304,82,2413,2025-07-18,Withdrawal,Completed,China,China
2305,82,3518,2025-08-11,Transfer,Failed,China,China
2306,82,4175,2025-09-12,Investment,Completed,China,UK
2307,82,2733,2025-08-03,Withdrawal,Completed,China,China
2308,82,3204,2025-10-05,Withdrawal,Completed,China,China
2309,82,12536,2025-08-11,Transfer,Completed,China,China
2310,82,3078,2025-08-28,Withdrawal,Completed,China,China
2311,82,21195,2025-09-15,Transfer,Completed,China,China
2312,82,2216,2025-07-29,Withdrawal,Completed,China,China
2313,82,4207,2025-09-03,Withdrawal,Completed,China,China
2314,83,3049,2025-08-20,Transfer,Completed,Nigeria,Nigeria
2315,83,43224,2025-07-26,Transfer,Completed,Nigeria,Nigeria
2316,83,2979,2025-09-12,Transfer,Completed,Nigeria,Nigeria
2317,83,2838,2025-07-25,Transfer,Completed,Nigeria,Nigeria
2318,83,4912,2025-08-13,Deposit,Completed,Nigeria,Nigeria
2319,83,3183,2025-09-18,Withdrawal,Completed,Nigeria,Nigeria
2320,83,4232,2025-09-18,Transfer,Completed,Nigeria,China
2321,83,3801,2025-09-18,Transfer,Completed,Nigeria,Nigeria
2322,83,47201,2025-07-16,Investment,Pending,Nigeria,Nigeria
2323,84,4222,2025-08-15,Deposit,Completed,Nigeria,Nigeria
2324,84,2798,2025-08-21,Deposit,Failed,Nigeria,Nigeria
2325,84,4342,2025-08-07,Deposit,Completed,Nigeria,Nigeria
2326,84,2437,2025-10-07,Withdrawal,Completed,Nigeria,Germany
2327,84,4720,2025-07-29,Transfer,Completed,Nigeria,Russia
2328,84,3546,2025-08-31,Deposit,Completed,Nigeria,Nigeria
2329,84,4242,2025-07-16,Deposit,Completed,Nigeria,Nigeria
2330,84,2376,2025-08-08,Deposit,Completed,Nigeria,Nigeria
2331,84,3704,2025-09-13,Investment,Pending,Nigeria,Australia
2332,84,2720,2025-07-23,Deposit,Pending,Nigeria,Nigeria
2333,84,3990,2025-09-01,Transfer,Completed,Nigeria,Nigeria
2334,84,2317,2025-08-20,Deposit,Completed,Nigeria,Nigeria
2335,84,4638,2025-09-08,Deposit,Completed,Nigeria,Nigeria
2336,84,4239,2025-07-28,Withdrawal,Pending,Nigeria,Nigeria
2337,84,4009,2025-09-14,Investment,Completed,Nigeria,Nigeria
2338,84,3769,2025-07-29,Investment,Completed,Nigeria,Nigeria
2339,84,4848,2025-08-21,Transfer,Completed,Nigeria,Nigeria
2340,84,3067,2025-08-09,Deposit,Failed,Nigeria,UAE
2341,84,2161,2025-09-20,Investment,Completed,Nigeria,Nigeria
2342,84,2189,2025-09-17,Deposit,Completed,Nigeria,Nigeria
2343,84,4732,2025-08-05,Withdrawal,Completed,Nigeria,Nigeria
2344,84,4113,2025-10-09,Investment,Completed,Nigeria,Australia
2345,84,4499,2025-09-10,Withdrawal,Completed,Nigeria,Nigeria
2346,84,2610,2025-09-08,Investment,Completed,Nigeria,Nigeria
2347,84,2366,2025-08-26,Deposit,Pending,Nigeria,Nigeria
2348,84,3737,2025-09-19,Deposit,Completed,Nigeria,Nigeria
2349,84,2781,2025-07-25,Withdrawal,Completed,Nigeria,Nigeria
2350,84,3795,2025-08-07,Investment,Completed,Nigeria,Nigeria
2351,84,36060,2025-09-01,Investment,Completed,Nigeria,Nigeria
2352,84,3276,2025-08-07,Deposit,Pending,Nigeria,Nigeria
2353,84,3192,2025-08-19,Investment,Completed,Nigeria,Nigeria
2354,84,2585,2025-09-23,Investment,Completed,Nigeria,Nigeria
2355,84,3325,2025-10-07,Transfer,Completed,Nigeria,Nigeria
2356,84,2895,2025-08-15,Transfer,Pending,Nigeria,Nigeria
2357,84,19530,2025-10-13,Transfer,Completed,Nigeria,Australia
2358,84,2858,2025-10-07,Deposit,Pending,Nigeria,Nigeria
2359,84,2374,2025-09-11,Investment,Completed,Nigeria,Nigeria
2360,84,2220,2025-10-13,Investment,Completed,Nigeria,Nigeria
2361,84,3611,2025-07-19,Transfer,Completed,Nigeria,Nigeria
2362,84,23133,2025-07-25,Investment,Completed,Nigeria,Nigeria
2363,84,3442,2025-09-07,Transfer,Completed,Nigeria,Nigeria
2364,84,2433,2025-09-20,Investment,Completed,Nigeria,Australia
2365,84,3461,2025-09-04,Withdrawal,Completed,Nigeria,Germany
2366,84,2651,2025-09-09,Transfer,Completed,Nigeria,Nigeria
2367,84,4884,2025-08-09,Withdrawal,Completed,Nigeria,Nigeria
2368,84,3300,2025-08-05,Transfer,Completed,Nigeria,Germany
2369,85,3251,2025-09-06,Investment,Completed,Nigeria,Nigeria
2370,85,3228,2025-07-28,Transfer,Completed,Nigeria,Nigeria
2371,85,3718,2025-08-09,Withdrawal,Completed,Nigeria,Nigeria
2372,85,29671,2025-08-01,Deposit,Completed,Nigeria,Nigeria
2373,85,3094,2025-10-07,Transfer,Completed,Nigeria,Nigeria
2374,85,3675,2025-09-17,Transfer,Completed,Nigeria,Nigeria
2375,85,4730,2025-08-12,Deposit,Completed,Nigeria,Nigeria
2376,85,2261,2025-09-01,Investment,Failed,Nigeria,Nigeria
2377,85,3935,2025-08-06,Investment,Completed,Nigeria,Nigeria
2378,85,4279,2025-09-01,Investment,Completed,Nigeria,Nigeria
2379,85,3372,2025-09-01,Investment,Pending,Nigeria,Nigeria
2380,85,4555,2025-09-10,Transfer,Completed,Nigeria,Nigeria
2381,85,4206,2025-07-19,Transfer,Completed,Nigeria,Nigeria
2382,85,4514,2025-09-25,Withdrawal,Completed,Nigeria,Canada
2383,85,2056,2025-08-09,Withdrawal,Completed,Nigeria,Nigeria
2384,85,4959,2025-09-30,Withdrawal,Pending,Nigeria,Nigeria
2385,85,4155,2025-08-19,Transfer,Completed,Nigeria,Nigeria
2386,85,2546,2025-07-21,Transfer,Failed,Nigeria,Switzerland
2387,85,4202,2025-08-26,Investment,Completed,Nigeria,UAE
2388,85,2511,2025-09-08,Deposit,Completed,Nigeria,Nigeria
2389,85,4236,2025-09-09,Transfer,Completed,Nigeria,Nigeria
2390,85,23974,2025-10-02,Transfer,Completed,Nigeria,Nigeria
2391,85,4113,2025-10-10,Transfer,Completed,Nigeria,Nigeria
2392,85,3207,2025-08-28,Withdrawal,Completed,Nigeria,UK
2393,85,38310,2025-08-11,Deposit,Completed,Nigeria,Nigeria
2394,85,2353,2025-08-31,Withdrawal,Failed,Nigeria,Nigeria
2395,85,19591,2025-09-18,Transfer,Completed,Nigeria,Switzerland
2396,85,4419,2025-08-23,Investment,Completed,Nigeria,Nigeria
2397,85,2322,2025-08-13,Investment,Completed,Nigeria,Nigeria
2398,85,4305,2025-09-13,Transfer,Completed,Nigeria,Nigeria
2399,85,4855,2025-10-03,Deposit,Completed,Nigeria,Russia
2400,85,4653,2025-07-29,Withdrawal,Completed,Nigeria,Nigeria
2401,85,3170,2025-09-19,Investment,Completed,Nigeria,Nigeria
2402,85,3695,2025-07-28,Deposit,Completed,Nigeria,Canada
2403,85,2832,2025-07-24,Investment,Pending,Nigeria,Nigeria
2404,85,2684,2025-08-12,Transfer,Completed,Nigeria,Nigeria
2405,85,2261,2025-09-05,Deposit,Completed,Nigeria,Nigeria
2406,85,4430,2025-07-24,Withdrawal,Completed,Nigeria,Nigeria
2407,85,3599,2025-07-26,Transfer,Completed,Nigeria,Nigeria
2408,85,35854,2025-08-20,Withdrawal,Completed,Nigeria,Nigeria
2409,86,2130,2025-07-27,Deposit,Pending,Australia,Nigeria
2410,86,3092,2025-09-19,Withdrawal,Failed,Australia,Australia
2411,86,4068,2025-07-18,Deposit,Completed,Australia,Australia
2412,86,3714,2025-10-09,Transfer,Pending,Australia,Australia
2413,86,3838,2025-07-31,Transfer,Pending,Australia,Australia
2414,86,3800,2025-08-11,Withdrawal,Completed,Australia,Australia
2415,86,2892,2025-10-08,Transfer,Completed,Australia,Australia
2416,86,2512,2025-09-05,Investment,Completed,Australia,Australia
2417,86,4493,2025-08-15,Withdrawal,Completed,Australia,Australia
2418,86,20689,2025-09-05,Transfer,Pending,Australia,Australia
2419,86,2576,2025-09-21,Transfer,Completed,Australia,Australia
2420,86,2325,2025-08-04,Investment,Completed,Australia,Australia
2421,86,2289,2025-08-18,Transfer,Completed,Australia,Australia
2422,87,3564,2025-08-01,Transfer,Completed,Australia,Australia
2423,87,3491,2025-08-25,Investment,Completed,Australia,Russia
2424,87,3667,2025-10-12,Investment,Completed,Australia,Australia
2425,87,2066,2025-08-07,Withdrawal,Completed,Australia,China
2426,87,2088,2025-08-22,Deposit,Completed,Australia,Australia
2427,87,4367,2025-08-20,Investment,Completed,Australia,Australia
2428,87,3502,2025-07-31,Deposit,Completed,Australia,Australia
2429,87,3483,2025-08-08,Transfer,Completed,Australia,Australia
2430,87,3956,2025-09-07,Deposit,Completed,Australia,Australia
2431,87,2382,2025-10-12,Withdrawal,Completed,Australia,Australia
2432,87,2350,2025-09-07,Investment,Completed,Australia,Australia
2433,87,3915,2025-09-01,Transfer,Completed,Australia,Australia
2434,87,4022,2025-07-26,Transfer,Completed,Australia,Australia
2435,87,3282,2025-09-28,Deposit,Completed,Australia,Australia
2436,87,4608,2025-10-09,Investment,Completed,Australia,Australia
2437,87,2794,2025-07-20,Transfer,Completed,Australia,Canada
2438,87,3954,2025-09-22,Transfer,Completed,Australia,Australia
2439,87,4226,2025-10-07,Deposit,Completed,Australia,Australia
2440,87,45117,2025-08-29,Deposit,Completed,Australia,Australia
2441,87,2574,2025-09-25,Deposit,Completed,Australia,UAE
2442,87,3797,2025-08-21,Withdrawal,Completed,Australia,China
2443,87,2230,2025-08-12,Investment,Completed,Australia,Australia
2444,87,4810,2025-08-23,Transfer,Pending,Australia,UAE
2445,87,2994,2025-10-02,Withdrawal,Completed,Australia,Australia
2446,87,2122,2025-08-26,Investment,Failed,Australia,Australia
2447,87,3806,2025-08-01,Transfer,Completed,Australia,Switzerland
2448,87,2633,2025-09-27,Transfer,Completed,Australia,Australia
2449,87,3010,2025-08-23,Investment,Completed,Australia,Australia
2450,87,33913,2025-08-21,Withdrawal,Completed,Australia,Australia
2451,87,3053,2025-10-12,Deposit,Completed,Australia,Australia
2452,87,38820,2025-08-02,Withdrawal,Completed,Australia,Australia
2453,87,4999,2025-08-23,Withdrawal,Completed,Australia,Australia
2454,87,2763,2025-08-06,Investment,Completed,Australia,Canada
2455,87,2352,2025-08-27,Transfer,Completed,Australia,UK
2456,88,18319,2025-07-28,Investment,Completed,Germany,Germany
2457,88,3918,2025-10-04,Withdrawal,Completed,Germany,Germany
2458,88,3679,2025-10-01,Investment,Completed,Germany,Germany
2459,88,39237,2025-07-28,Investment,Completed,Germany,Germany
2460,88,3743,2025-08-13,Transfer,Failed,Germany,Germany
2461,88,47864,2025-09-04,Withdrawal,Completed,Germany,Germany
2462,88,4573,2025-08-18,Transfer,Completed,Germany,Germany
2463,89,2154,2025-09-04,Withdrawal,Completed,USA,USA
2464,89,2155,2025-07-16,Transfer,Completed,USA,USA
2465,89,3506,2025-08-23,Investment,Pending,USA,USA
2466,89,2459,2025-09-17,Deposit,Completed,USA,USA
2467,89,4552,2025-07-30,Deposit,Completed,USA,USA
2468,89,2401,2025-07-21,Transfer,Completed,USA,USA
2469,89,3284,2025-09-30,Deposit,Completed,USA,Germany
2470,89,3882,2025-07-28,Deposit,Completed,USA,USA
2471,89,2576,2025-08-20,Deposit,Completed,USA,Germany
2472,89,3926,2025-07-18,Withdrawal,Completed,USA,USA
2473,89,4106,2025-09-11,Transfer,Completed,USA,Germany
2474,89,38992,2025-08-23,Withdrawal,Completed,USA,USA
2475,89,3009,2025-08-26,Investment,Failed,USA,Switzerland
2476,89,3680,2025-07-20,Transfer,Completed,USA,USA
2477,89,2248,2025-10-06,Investment,Completed,USA,Switzerland
2478,89,3439,2025-10-11,Transfer,Completed,USA,USA
2479,89,42460,2025-07-30,Investment,Completed,USA,USA
2480,89,4629,2025-09-05,Deposit,Pending,USA,USA
2481,90,4802,2025-08-27,Withdrawal,Completed,Nigeria,Australia
2482,90,4665,2025-10-04,Withdrawal,Completed,Nigeria,Nigeria
2483,90,30311,2025-09-20,Withdrawal,Completed,Nigeria,Russia
2484,90,2667,2025-09-08,Withdrawal,Completed,Nigeria,Nigeria
2485,90,2161,2025-09-22,Transfer,Completed,Nigeria,Nigeria
2486,90,12792,2025-09-10,Investment,Completed,Nigeria,Nigeria
2487,90,4862,2025-08-09,Deposit,Completed,Nigeria,Nigeria
2488,90,4292,2025-08-31,Withdrawal,Completed,Nigeria,Nigeria
2489,90,46166,2025-09-14,Withdrawal,Completed,Nigeria,Nigeria
2490,90,2216,2025-08-24,Deposit,Completed,Nigeria,UK
2491,90,2916,2025-07-22,Deposit,Completed,Nigeria,Nigeria
2492,90,3057,2025-08-23,Investment,Completed,Nigeria,Nigeria
2493,90,3865,2025-10-09,Deposit,Completed,Nigeria,Nigeria
2494,90,2370,2025-07-19,Withdrawal,Completed,Nigeria,Nigeria
2495,90,3199,2025-07-16,Deposit,Completed,Nigeria,Russia
2496,90,2191,2025-08-19,Withdrawal,Completed,Nigeria,Nigeria
2497,90,2186,2025-09-03,Deposit,Pending,Nigeria,Nigeria
2498,90,29501,2025-08-20,Investment,Completed,Nigeria,Nigeria
2499,90,3527,2025-08-07,Deposit,Completed,Nigeria,Nigeria
2500,90,4899,2025-09-11,Investment,Completed,Nigeria,UK
2501,90,4770,2025-10-01,Withdrawal,Completed,Nigeria,Nigeria
