transaction_id,client_id,transaction_amount,transaction_date,transaction_type,status,origin_country,destination_country,name,country,age,kyc_status,customer_type,registration_date,origin_risk_level,origin_aml_score,destination_risk_level,destination_aml_score,document_type,doc_verification_status,doc_upload_date,days_since_transaction,days_since_registration,is_cross_border,cross_border_to_high_risk,ml_anomaly_flag,ml_anomaly_score,ml_risk_score,ml_risk_category,reason
2277,81,2914,2025-09-30,Investment,Completed,Nigeria,Nigeria,Client_81,Nigeria,58,Verified,Individual,2025-09-28,High,45,High,45,Utility Bill,Verified,2025-07-14,13,15,0,0,1,0.0,14.0,Normal,None
2278,81,3559,2025-08-25,Transfer,Completed,Nigeria,Nigeria,Client_81,Nigeria,58,Verified,Individual,2025-09-28,High,45,High,45,Utility Bill,Verified,2025-07-14,49,15,0,0,1,0.0,14.0,Normal,None
2279,81,2217,2025-09-01,Transfer,Completed,Nigeria,Nigeria,Client_81,Nigeria,58,Verified,Individual,2025-09-28,High,45,High,45,Utility Bill,Verified,2025-07-14,42,15,0,0,1,0.0,14.0,Normal,None
2280,81,2753,2025-08-06,Transfer,Completed,Nigeria,Germany,Client_81,Nigeria,58,Verified,Individual,2025-09-28,High,45,Low,94,Utility Bill,Verified,2025-07-14,68,15,1,0,1,0.05210346042305769,0.0,Normal,None
2281,82,4474,2025-10-07,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,6,192,0,0,1,0.05210346042305769,0.0,Normal,None
2282,82,4723,2025-08-14,Transfer,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,60,192,0,0,1,0.05210346042305769,0.0,Normal,None
2283,82,2811,2025-09-29,Transfer,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,14,192,0,0,1,0.05210346042305769,0.0,Normal,None
2284,82,4511,2025-08-27,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,47,192,0,0,1,0.05210346042305769,0.0,Normal,None
2285,82,3131,2025-10-05,Withdrawal,Pending,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,8,192,0,0,1,0.05210346042305769,0.0,Normal,None
2286,82,2538,2025-08-25,Transfer,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,49,192,0,0,1,0.05210346042305769,0.0,Normal,None
2287,82,3595,2025-07-24,Deposit,Failed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,81,192,0,0,1,0.05210346042305769,0.0,Normal,None
2288,82,18663,2025-09-27,Deposit,Failed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,16,192,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
2289,82,3988,2025-08-26,Transfer,Pending,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,48,192,0,0,1,0.05210346042305769,0.0,Normal,None
2290,82,25633,2025-07-18,Withdrawal,Pending,China,Germany,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Low,94,Bank Statement,Verified,2024-10-25,87,192,1,0,-1,-0.20568789400886817,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag"
2291,82,3652,2025-10-06,Transfer,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,7,192,0,0,1,0.05210346042305769,0.0,Normal,None
2292,82,4260,2025-08-14,Transfer,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,60,192,0,0,1,0.05210346042305769,0.0,Normal,None
2293,82,45452,2025-08-22,Deposit,Completed,China,Nigeria,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,High,45,Bank Statement,Verified,2024-10-25,52,192,1,1,-1,-0.26978402677084407,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk"
2294,82,4776,2025-10-07,Investment,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,6,192,0,0,1,0.05210346042305769,0.0,Normal,None
2295,82,44801,2025-07-25,Withdrawal,Pending,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,80,192,0,0,-1,-0.20568789400886817,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag"
2296,82,3047,2025-10-10,Deposit,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,3,192,0,0,1,0.05210346042305769,0.0,Normal,None
2297,82,3661,2025-08-12,Deposit,Pending,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,62,192,0,0,1,0.05210346042305769,0.0,Normal,None
2298,82,4778,2025-10-11,Deposit,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,2,192,0,0,1,0.05210346042305769,0.0,Normal,None
2299,82,2790,2025-09-20,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,23,192,0,0,1,0.05210346042305769,0.0,Normal,None
2300,82,2075,2025-09-04,Investment,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,39,192,0,0,1,0.05210346042305769,0.0,Normal,None
2301,82,4698,2025-07-23,Deposit,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,82,192,0,0,1,0.05210346042305769,0.0,Normal,None
2302,82,2597,2025-08-08,Deposit,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,66,192,0,0,1,0.05210346042305769,0.0,Normal,None
2303,82,2813,2025-09-15,Transfer,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,28,192,0,0,1,0.05210346042305769,0.0,Normal,None
2304,82,2413,2025-07-18,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,87,192,0,0,1,0.05210346042305769,0.0,Normal,None
2305,82,3518,2025-08-11,Transfer,Failed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,63,192,0,0,1,0.05210346042305769,0.0,Normal,None
2306,82,4175,2025-09-12,Investment,Completed,China,UK,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Low,92,Bank Statement,Verified,2024-10-25,31,192,1,0,1,0.05210346042305769,0.0,Normal,None
2307,82,2733,2025-08-03,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,71,192,0,0,1,0.05210346042305769,0.0,Normal,None
2308,82,3204,2025-10-05,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,8,192,0,0,1,0.05210346042305769,0.0,Normal,None
2309,82,12536,2025-08-11,Transfer,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,63,192,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
2310,82,3078,2025-08-28,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,46,192,0,0,1,0.05210346042305769,0.0,Normal,None
2311,82,21195,2025-09-15,Transfer,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,28,192,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
2312,82,2216,2025-07-29,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,76,192,0,0,1,0.05210346042305769,0.0,Normal,None
2313,82,4207,2025-09-03,Withdrawal,Completed,China,China,Client_82,China,64,Verified,Business,2025-04-04,Medium,65,Medium,65,Bank Statement,Verified,2024-10-25,40,192,0,0,1,0.05210346042305769,0.0,Normal,None
2314,83,3049,2025-08-20,Transfer,Completed,Nigeria,Nigeria,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,High,45,Passport,Failed,2024-11-26,54,119,0,0,1,0.0,14.0,Normal,None
2315,83,43224,2025-07-26,Transfer,Completed,Nigeria,Nigeria,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,High,45,Passport,Failed,2024-11-26,79,119,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
2316,83,2979,2025-09-12,Transfer,Completed,Nigeria,Nigeria,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,High,45,Passport,Failed,2024-11-26,31,119,0,0,1,0.0,14.0,Normal,None
2317,83,2838,2025-07-25,Transfer,Completed,Nigeria,Nigeria,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,High,45,Passport,Failed,2024-11-26,80,119,0,0,1,0.0,14.0,Normal,None
2318,83,4912,2025-08-13,Deposit,Completed,Nigeria,Nigeria,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,High,45,Passport,Failed,2024-11-26,61,119,0,0,1,0.0,14.0,Normal,None
2319,83,3183,2025-09-18,Withdrawal,Completed,Nigeria,Nigeria,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,High,45,Passport,Failed,2024-11-26,25,119,0,0,1,0.0,14.0,Normal,None
2320,83,4232,2025-09-18,Transfer,Completed,Nigeria,China,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,Medium,65,Passport,Failed,2024-11-26,25,119,1,0,1,0.05210346042305769,0.0,Normal,None
2321,83,3801,2025-09-18,Transfer,Completed,Nigeria,Nigeria,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,High,45,Passport,Failed,2024-11-26,25,119,0,0,1,0.0,14.0,Normal,None
2322,83,47201,2025-07-16,Investment,Pending,Nigeria,Nigeria,Client_83,Nigeria,49,Under Review,Corporate,2025-06-16,High,45,High,45,Passport,Failed,2024-11-26,89,119,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
2323,84,4222,2025-08-15,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,59,28,0,0,1,0.0,14.0,Normal,None
2324,84,2798,2025-08-21,Deposit,Failed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,53,28,0,0,1,0.0,14.0,Normal,None
2325,84,4342,2025-08-07,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,67,28,0,0,1,0.0,14.0,Normal,None
2326,84,2437,2025-10-07,Withdrawal,Completed,Nigeria,Germany,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,Low,94,Bank Statement,Verified,2024-12-30,6,28,1,0,1,0.05210346042305769,0.0,Normal,None
2327,84,4720,2025-07-29,Transfer,Completed,Nigeria,Russia,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,50,Bank Statement,Verified,2024-12-30,76,28,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
2328,84,3546,2025-08-31,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,43,28,0,0,1,0.0,14.0,Normal,None
2329,84,4242,2025-07-16,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,89,28,0,0,1,0.0,14.0,Normal,None
2330,84,2376,2025-08-08,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,66,28,0,0,1,0.0,14.0,Normal,None
2331,84,3704,2025-09-13,Investment,Pending,Nigeria,Australia,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,Low,91,Bank Statement,Verified,2024-12-30,30,28,1,0,1,0.05210346042305769,0.0,Normal,None
2332,84,2720,2025-07-23,Deposit,Pending,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,82,28,0,0,1,0.0,14.0,Normal,None
2333,84,3990,2025-09-01,Transfer,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,42,28,0,0,1,0.0,14.0,Normal,None
2334,84,2317,2025-08-20,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,54,28,0,0,1,0.0,14.0,Normal,None
2335,84,4638,2025-09-08,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,35,28,0,0,1,0.0,14.0,Normal,None
2336,84,4239,2025-07-28,Withdrawal,Pending,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,77,28,0,0,1,0.0,14.0,Normal,None
2337,84,4009,2025-09-14,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,29,28,0,0,1,0.0,14.0,Normal,None
2338,84,3769,2025-07-29,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,76,28,0,0,1,0.0,14.0,Normal,None
2339,84,4848,2025-08-21,Transfer,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,53,28,0,0,1,0.0,14.0,Normal,None
2340,84,3067,2025-08-09,Deposit,Failed,Nigeria,UAE,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,Medium,75,Bank Statement,Verified,2024-12-30,65,28,1,0,1,0.05210346042305769,0.0,Normal,None
2341,84,2161,2025-09-20,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,23,28,0,0,1,0.0,14.0,Normal,None
2342,84,2189,2025-09-17,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,26,28,0,0,1,0.0,14.0,Normal,None
2343,84,4732,2025-08-05,Withdrawal,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,69,28,0,0,1,0.0,14.0,Normal,None
2344,84,4113,2025-10-09,Investment,Completed,Nigeria,Australia,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,Low,91,Bank Statement,Verified,2024-12-30,4,28,1,0,1,0.05210346042305769,0.0,Normal,None
2345,84,4499,2025-09-10,Withdrawal,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,33,28,0,0,1,0.0,14.0,Normal,None
2346,84,2610,2025-09-08,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,35,28,0,0,1,0.0,14.0,Normal,None
2347,84,2366,2025-08-26,Deposit,Pending,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,48,28,0,0,1,0.0,14.0,Normal,None
2348,84,3737,2025-09-19,Deposit,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,24,28,0,0,1,0.0,14.0,Normal,None
2349,84,2781,2025-07-25,Withdrawal,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,80,28,0,0,1,0.0,14.0,Normal,None
2350,84,3795,2025-08-07,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,67,28,0,0,1,0.0,14.0,Normal,None
2351,84,36060,2025-09-01,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,42,28,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
2352,84,3276,2025-08-07,Deposit,Pending,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,67,28,0,0,1,0.0,14.0,Normal,None
2353,84,3192,2025-08-19,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,55,28,0,0,1,0.0,14.0,Normal,None
2354,84,2585,2025-09-23,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,20,28,0,0,1,0.0,14.0,Normal,None
2355,84,3325,2025-10-07,Transfer,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,6,28,0,0,1,0.0,14.0,Normal,None
2356,84,2895,2025-08-15,Transfer,Pending,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,59,28,0,0,1,0.0,14.0,Normal,None
2357,84,19530,2025-10-13,Transfer,Completed,Nigeria,Australia,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,Low,91,Bank Statement,Verified,2024-12-30,0,28,1,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
2358,84,2858,2025-10-07,Deposit,Pending,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,6,28,0,0,1,0.0,14.0,Normal,None
2359,84,2374,2025-09-11,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,32,28,0,0,1,0.0,14.0,Normal,None
2360,84,2220,2025-10-13,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,0,28,0,0,1,0.0,14.0,Normal,None
2361,84,3611,2025-07-19,Transfer,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,86,28,0,0,1,0.0,14.0,Normal,None
2362,84,23133,2025-07-25,Investment,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,80,28,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
2363,84,3442,2025-09-07,Transfer,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,36,28,0,0,1,0.0,14.0,Normal,None
2364,84,2433,2025-09-20,Investment,Completed,Nigeria,Australia,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,Low,91,Bank Statement,Verified,2024-12-30,23,28,1,0,1,0.05210346042305769,0.0,Normal,None
2365,84,3461,2025-09-04,Withdrawal,Completed,Nigeria,Germany,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,Low,94,Bank Statement,Verified,2024-12-30,39,28,1,0,1,0.05210346042305769,0.0,Normal,None
2366,84,2651,2025-09-09,Transfer,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,34,28,0,0,1,0.0,14.0,Normal,None
2367,84,4884,2025-08-09,Withdrawal,Completed,Nigeria,Nigeria,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,High,45,Bank Statement,Verified,2024-12-30,65,28,0,0,1,0.0,14.0,Normal,None
2368,84,3300,2025-08-05,Transfer,Completed,Nigeria,Germany,Client_84,Nigeria,63,Verified,Business,2025-09-15,High,45,Low,94,Bank Statement,Verified,2024-12-30,69,28,1,0,1,0.05210346042305769,0.0,Normal,None
2369,85,3251,2025-09-06,Investment,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,37,202,0,0,1,0.0,14.0,Normal,None
2370,85,3228,2025-07-28,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,77,202,0,0,1,0.0,14.0,Normal,None
2371,85,3718,2025-08-09,Withdrawal,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,65,202,0,0,1,0.0,14.0,Normal,None
2372,85,29671,2025-08-01,Deposit,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,73,202,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
2373,85,3094,2025-10-07,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,6,202,0,0,1,0.0,14.0,Normal,None
2374,85,3675,2025-09-17,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,26,202,0,0,1,0.0,14.0,Normal,None
2375,85,4730,2025-08-12,Deposit,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,62,202,0,0,1,0.0,14.0,Normal,None
2376,85,2261,2025-09-01,Investment,Failed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,42,202,0,0,1,0.0,14.0,Normal,None
2377,85,3935,2025-08-06,Investment,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,68,202,0,0,1,0.0,14.0,Normal,None
2378,85,4279,2025-09-01,Investment,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,42,202,0,0,1,0.0,14.0,Normal,None
2379,85,3372,2025-09-01,Investment,Pending,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,42,202,0,0,1,0.0,14.0,Normal,None
2380,85,4555,2025-09-10,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,33,202,0,0,1,0.0,14.0,Normal,None
2381,85,4206,2025-07-19,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,86,202,0,0,1,0.0,14.0,Normal,None
2382,85,4514,2025-09-25,Withdrawal,Completed,Nigeria,Canada,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,Low,93,Utility Bill,Failed,2025-03-13,18,202,1,0,1,0.05210346042305769,0.0,Normal,None
2383,85,2056,2025-08-09,Withdrawal,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,65,202,0,0,1,0.0,14.0,Normal,None
2384,85,4959,2025-09-30,Withdrawal,Pending,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,13,202,0,0,1,0.0,14.0,Normal,None
2385,85,4155,2025-08-19,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,55,202,0,0,1,0.0,14.0,Normal,None
2386,85,2546,2025-07-21,Transfer,Failed,Nigeria,Switzerland,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,Medium,80,Utility Bill,Failed,2025-03-13,84,202,1,0,1,0.05210346042305769,0.0,Normal,None
2387,85,4202,2025-08-26,Investment,Completed,Nigeria,UAE,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,Medium,75,Utility Bill,Failed,2025-03-13,48,202,1,0,1,0.05210346042305769,0.0,Normal,None
2388,85,2511,2025-09-08,Deposit,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,35,202,0,0,1,0.0,14.0,Normal,None
2389,85,4236,2025-09-09,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,34,202,0,0,1,0.0,14.0,Normal,None
2390,85,23974,2025-10-02,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,11,202,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
2391,85,4113,2025-10-10,Transfer,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,3,202,0,0,1,0.0,14.0,Normal,None
2392,85,3207,2025-08-28,Withdrawal,Completed,Nigeria,UK,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,Low,92,Utility Bill,Failed,2025-03-13,46,202,1,0,1,0.05210346042305769,0.0,Normal,None
2393,85,38310,2025-08-11,Deposit,Completed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,63,202,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
2394,85,2353,2025-08-31,Withdrawal,Failed,Nigeria,Nigeria,Client_85,Nigeria,26,Under Review,Corporate,2025-03-25,High,45,High,45,Utility Bill,Failed,2025-03-13,43,202,0,0,1,0.0,14.0,Normal,None
