transaction_id,client_id,transaction_amount,origin_country,destination_country,transaction_date,transaction_risk_score,triggered_rules
1958,68,21256,USA,China,2025-10-06,0.8,High Transaction Amount(0.8)
1959,68,45608,USA,USA,2025-08-28,0.8,High Transaction Amount(0.8)
1960,68,4621,USA,USA,2025-08-05,0.0,None
1961,68,4308,USA,USA,2025-10-11,0.0,None
1962,68,3846,USA,USA,2025-08-21,0.0,None
1963,68,4770,USA,USA,2025-09-15,0.0,None
1964,68,4012,USA,USA,2025-09-09,0.0,None
1965,68,2101,USA,USA,2025-08-12,0.0,None
1966,68,4780,USA,USA,2025-09-10,0.0,None
1967,68,2341,USA,USA,2025-10-01,0.0,None
1968,68,2607,USA,USA,2025-10-02,0.0,None
1969,68,2126,USA,USA,2025-07-20,0.0,None
1970,68,4578,USA,USA,2025-08-28,0.0,None
1971,68,3520,USA,UK,2025-08-17,0.0,None
1972,68,2440,USA,USA,2025-07-25,0.0,None
1973,68,4482,USA,USA,2025-08-17,0.0,None
1974,68,3207,USA,USA,2025-08-07,0.0,None
1975,68,2840,USA,Nigeria,2025-08-15,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1976,68,3246,USA,USA,2025-08-30,0.0,None
1977,68,4517,USA,Russia,2025-09-29,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1978,69,2215,UK,UK,2025-07-28,0.0,None
1979,69,4423,UK,UK,2025-09-27,0.0,None
1980,69,27724,UK,UK,2025-08-25,0.8,High Transaction Amount(0.8)
1981,69,4032,UK,UK,2025-08-06,0.0,None
1982,69,3003,UK,UK,2025-07-24,0.0,None
1983,69,3447,UK,UK,2025-08-26,0.0,None
1984,69,4656,UK,UK,2025-08-17,0.0,None
1985,69,2534,UK,UK,2025-09-16,0.0,None
1986,69,4242,UK,UK,2025-10-12,0.0,None
1987,69,2585,UK,UK,2025-09-10,0.0,None
1988,69,35792,UK,UK,2025-07-31,0.8,High Transaction Amount(0.8)
1989,69,2885,UK,UK,2025-08-28,0.0,None
1990,69,4767,UK,Nigeria,2025-08-24,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1991,69,3203,UK,UK,2025-09-15,0.0,None
1992,69,3596,UK,UK,2025-07-22,0.0,None
1993,69,2594,UK,UK,2025-09-22,0.0,None
1994,69,3002,UK,Switzerland,2025-10-04,0.0,None
1995,69,2281,UK,UK,2025-08-05,0.0,None
1996,69,2071,UK,Canada,2025-08-13,0.0,None
1997,69,4220,UK,Nigeria,2025-09-08,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1998,69,3459,UK,UK,2025-07-25,0.0,None
1999,69,4561,UK,UK,2025-08-03,0.0,None
2000,69,2417,UK,UK,2025-10-06,0.0,None
2001,69,2076,UK,UK,2025-10-08,0.0,None
2002,69,32221,UK,Germany,2025-08-25,0.8,High Transaction Amount(0.8)
2003,69,3641,UK,Switzerland,2025-07-16,0.0,None
2004,69,46439,UK,UK,2025-07-19,0.8,High Transaction Amount(0.8)
2005,69,3085,UK,Canada,2025-09-05,0.0,None
2006,69,3896,UK,UK,2025-08-04,0.0,None
2007,69,3490,UK,Canada,2025-09-15,0.0,None
2008,69,33849,UK,UK,2025-08-26,0.8,High Transaction Amount(0.8)
2009,69,4651,UK,UK,2025-09-26,0.0,None
2010,69,4240,UK,UK,2025-09-04,0.0,None
2011,69,2435,UK,UK,2025-09-18,0.0,None
2012,69,4261,UK,UK,2025-09-19,0.0,None
2013,69,4084,UK,UK,2025-07-26,0.0,None
2014,69,2727,UK,UK,2025-09-23,0.0,None
2015,70,3241,Canada,Canada,2025-07-17,0.0,None
2016,70,3120,Canada,Canada,2025-08-01,0.0,None
2017,70,3135,Canada,Canada,2025-08-31,0.0,None
2018,70,2546,Canada,Canada,2025-10-02,0.0,None
2019,70,2581,Canada,UK,2025-08-21,0.0,None
2020,70,3017,Canada,Canada,2025-08-31,0.0,None
2021,70,4996,Canada,Canada,2025-09-05,0.0,None
2022,70,42274,Canada,Nigeria,2025-08-02,2.6,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2023,70,4183,Canada,Canada,2025-08-06,0.0,None
2024,70,2656,Canada,Canada,2025-08-12,0.0,None
2025,70,3143,Canada,Canada,2025-09-02,0.0,None
2026,71,4032,Germany,Germany,2025-08-18,0.0,None
2027,71,4960,Germany,Germany,2025-08-15,0.0,None
2028,71,4338,Germany,Germany,2025-09-17,0.0,None
2029,71,3633,Germany,Germany,2025-07-18,0.0,None
2030,71,10367,Germany,Germany,2025-09-24,0.8,High Transaction Amount(0.8)
2031,71,3935,Germany,Germany,2025-09-12,0.0,None
2032,71,4395,Germany,Germany,2025-08-07,0.0,None
2033,71,2152,Germany,Germany,2025-08-08,0.0,None
2034,71,3290,Germany,Australia,2025-08-03,0.0,None
2035,71,4568,Germany,Germany,2025-10-04,0.0,None
2036,71,3210,Germany,Germany,2025-09-28,0.0,None
2037,71,3085,Germany,Germany,2025-08-10,0.0,None
2038,71,35786,Germany,Germany,2025-09-21,0.8,High Transaction Amount(0.8)
2039,71,3756,Germany,Russia,2025-08-16,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2040,71,15970,Germany,Germany,2025-07-20,0.8,High Transaction Amount(0.8)
2041,71,2780,Germany,Germany,2025-09-17,0.0,None
2042,71,4510,Germany,Germany,2025-08-23,0.0,None
2043,71,4259,Germany,Germany,2025-10-04,0.0,None
2044,71,4373,Germany,Germany,2025-10-05,0.0,None
2045,71,3734,Germany,Germany,2025-10-10,0.0,None
2046,71,4846,Germany,Germany,2025-09-07,0.0,None
2047,71,4182,Germany,Germany,2025-08-25,0.0,None
2048,71,4464,Germany,Germany,2025-08-18,0.0,None
2049,71,4915,Germany,Germany,2025-07-16,0.0,None
2050,71,38696,Germany,Russia,2025-07-31,2.6,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2051,71,3113,Germany,Germany,2025-09-20,0.0,None
2052,71,3108,Germany,Germany,2025-07-29,0.0,None
2053,71,2866,Germany,Germany,2025-09-17,0.0,None
2054,71,2892,Germany,Germany,2025-10-01,0.0,None
2055,71,3927,Germany,Germany,2025-09-23,0.0,None
2056,71,2471,Germany,Germany,2025-10-04,0.0,None
2057,71,4934,Germany,Germany,2025-07-31,0.0,None
2058,71,2084,Germany,Germany,2025-09-18,0.0,None
2059,71,2262,Germany,Germany,2025-07-18,0.0,None
2060,71,2853,Germany,Germany,2025-10-07,0.0,None
2061,71,2013,Germany,China,2025-09-15,0.0,None
2062,71,2731,Germany,Germany,2025-08-29,0.0,None
2063,71,4378,Germany,UK,2025-09-19,0.0,None
2064,71,3351,Germany,Germany,2025-07-18,0.0,None
2065,72,3210,USA,USA,2025-09-01,0.0,None
2066,72,4951,USA,USA,2025-08-10,0.0,None
2067,72,4484,USA,USA,2025-10-13,0.0,None
2068,72,4545,USA,USA,2025-07-27,0.0,None
2069,72,4995,USA,USA,2025-07-28,0.0,None
2070,72,3601,USA,Russia,2025-08-19,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2071,72,2935,USA,USA,2025-08-18,0.0,None
2072,72,3174,USA,USA,2025-07-23,0.0,None
2073,72,2922,USA,USA,2025-07-23,0.0,None
2074,72,3816,USA,USA,2025-07-22,0.0,None
2075,72,14746,USA,USA,2025-08-25,0.8,High Transaction Amount(0.8)
2076,72,2166,USA,USA,2025-09-27,0.0,None
2077,72,3975,USA,UK,2025-09-01,0.0,None
2078,72,3630,USA,USA,2025-09-05,0.0,None
2079,72,4322,USA,USA,2025-09-25,0.0,None
2080,72,2708,USA,UAE,2025-08-09,0.0,None
2081,72,2351,USA,Canada,2025-08-06,0.0,None
2082,72,14317,USA,USA,2025-10-02,0.8,High Transaction Amount(0.8)
2083,72,4950,USA,USA,2025-08-19,0.0,None
2084,72,2061,USA,USA,2025-10-12,0.0,None
2085,72,3466,USA,USA,2025-09-27,0.0,None
2086,72,3634,USA,USA,2025-09-29,0.0,None
2087,72,4389,USA,Canada,2025-09-20,0.0,None
2088,72,14832,USA,USA,2025-08-26,0.8,High Transaction Amount(0.8)
2089,72,4945,USA,USA,2025-08-23,0.0,None
2090,72,38855,USA,USA,2025-07-23,0.8,High Transaction Amount(0.8)
2091,72,4033,USA,Germany,2025-09-23,0.0,None
2092,72,23288,USA,USA,2025-07-18,0.8,High Transaction Amount(0.8)
2093,72,3936,USA,USA,2025-08-09,0.0,None
2094,72,2301,USA,USA,2025-09-26,0.0,None
2095,72,3722,USA,USA,2025-08-26,0.0,None
2096,72,3815,USA,USA,2025-07-22,0.0,None
2097,72,4090,USA,USA,2025-08-23,0.0,None
2098,72,42489,USA,USA,2025-08-06,0.8,High Transaction Amount(0.8)
2099,72,3269,USA,UAE,2025-08-28,0.0,None
2100,72,16022,USA,USA,2025-07-25,0.8,High Transaction Amount(0.8)
2101,72,4417,USA,USA,2025-10-13,0.0,None
2102,72,3875,USA,USA,2025-08-14,0.0,None
2103,72,3757,USA,Australia,2025-09-23,0.0,None
2104,72,4591,USA,UK,2025-08-22,0.0,None
2105,73,3774,Nigeria,UAE,2025-07-17,0.0,None
2106,73,3713,Nigeria,Nigeria,2025-08-21,0.9,High-Risk Country (Destination)(0.9)
2107,73,3777,Nigeria,Canada,2025-08-03,0.0,None
2108,73,16986,Nigeria,Nigeria,2025-07-30,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2109,73,4426,Nigeria,Nigeria,2025-07-26,0.9,High-Risk Country (Destination)(0.9)
2110,73,18878,Nigeria,Nigeria,2025-09-15,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2111,73,46849,Nigeria,Switzerland,2025-08-18,0.8,High Transaction Amount(0.8)
2112,73,3047,Nigeria,Nigeria,2025-08-26,0.9,High-Risk Country (Destination)(0.9)
2113,73,3340,Nigeria,Australia,2025-08-13,0.0,None
2114,73,2064,Nigeria,Nigeria,2025-10-05,0.9,High-Risk Country (Destination)(0.9)
2115,73,3109,Nigeria,Nigeria,2025-10-11,0.9,High-Risk Country (Destination)(0.9)
2116,73,2789,Nigeria,Nigeria,2025-09-11,0.9,High-Risk Country (Destination)(0.9)
2117,73,2934,Nigeria,Nigeria,2025-09-04,0.9,High-Risk Country (Destination)(0.9)
2118,73,3621,Nigeria,Nigeria,2025-10-12,0.9,High-Risk Country (Destination)(0.9)
2119,73,2928,Nigeria,Russia,2025-09-26,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2120,73,3189,Nigeria,Nigeria,2025-10-06,0.9,High-Risk Country (Destination)(0.9)
2121,73,4706,Nigeria,Nigeria,2025-07-31,0.9,High-Risk Country (Destination)(0.9)
2122,73,3252,Nigeria,Nigeria,2025-08-16,0.9,High-Risk Country (Destination)(0.9)
2123,73,3527,Nigeria,USA,2025-08-04,0.0,None
2124,73,2974,Nigeria,Nigeria,2025-07-24,0.9,High-Risk Country (Destination)(0.9)
2125,73,3777,Nigeria,Nigeria,2025-09-26,0.9,High-Risk Country (Destination)(0.9)
2126,73,2895,Nigeria,Nigeria,2025-09-26,0.9,High-Risk Country (Destination)(0.9)
2127,73,4929,Nigeria,Germany,2025-10-11,0.0,None
2128,73,35450,Nigeria,Nigeria,2025-09-21,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2129,73,2689,Nigeria,Nigeria,2025-08-17,0.9,High-Risk Country (Destination)(0.9)
2130,73,2951,Nigeria,Nigeria,2025-08-27,0.9,High-Risk Country (Destination)(0.9)
2131,73,42456,Nigeria,Nigeria,2025-09-30,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2132,73,3243,Nigeria,Nigeria,2025-08-11,0.9,High-Risk Country (Destination)(0.9)
2133,73,2089,Nigeria,Nigeria,2025-08-10,0.9,High-Risk Country (Destination)(0.9)
2134,73,3912,Nigeria,Nigeria,2025-08-01,0.9,High-Risk Country (Destination)(0.9)
2135,74,4965,China,China,2025-10-13,0.0,None
2136,74,3489,China,China,2025-09-14,0.0,None
2137,74,3676,China,China,2025-08-19,0.0,None
2138,74,4989,China,UAE,2025-07-28,0.0,None
2139,74,20343,China,China,2025-09-29,0.8,High Transaction Amount(0.8)
2140,74,44138,China,China,2025-07-17,0.8,High Transaction Amount(0.8)
2141,74,2655,China,China,2025-09-04,0.0,None
2142,74,2280,China,China,2025-07-26,0.0,None
2143,74,32039,China,China,2025-08-17,0.8,High Transaction Amount(0.8)
2144,74,4057,China,China,2025-09-20,0.0,None
2145,74,4196,China,China,2025-07-27,0.0,None
2146,74,3350,China,China,2025-08-08,0.0,None
2147,74,44647,China,China,2025-09-02,0.8,High Transaction Amount(0.8)
2148,74,29600,China,China,2025-10-10,0.8,High Transaction Amount(0.8)
2149,74,4882,China,China,2025-09-21,0.0,None
2150,74,4534,China,China,2025-07-24,0.0,None
2151,75,4485,Russia,Russia,2025-08-20,0.9,High-Risk Country (Destination)(0.9)
2152,75,39440,Russia,Russia,2025-07-20,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2153,75,2846,Russia,Russia,2025-10-03,0.9,High-Risk Country (Destination)(0.9)
2154,75,3229,Russia,Russia,2025-08-31,0.9,High-Risk Country (Destination)(0.9)
2155,75,4717,Russia,Russia,2025-09-09,0.9,High-Risk Country (Destination)(0.9)
2156,75,4368,Russia,Russia,2025-08-29,0.9,High-Risk Country (Destination)(0.9)
2157,75,4118,Russia,Russia,2025-08-02,0.9,High-Risk Country (Destination)(0.9)
2158,75,2325,Russia,Switzerland,2025-07-21,0.0,None
2159,75,4737,Russia,Nigeria,2025-10-07,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2160,76,2342,USA,Canada,2025-09-19,0.0,None
2161,76,43536,USA,USA,2025-08-27,0.8,High Transaction Amount(0.8)
2162,76,4244,USA,USA,2025-10-12,0.0,None
2163,76,2670,USA,USA,2025-08-17,0.0,None
2164,76,3786,USA,USA,2025-09-04,0.0,None
2165,76,4175,USA,USA,2025-09-26,0.0,None
2166,76,3059,USA,USA,2025-08-25,0.0,None
2167,76,3907,USA,USA,2025-09-18,0.0,None
2168,76,4645,USA,USA,2025-09-03,0.0,None
2169,76,3522,USA,USA,2025-08-06,0.0,None
2170,76,22159,USA,USA,2025-07-18,0.8,High Transaction Amount(0.8)
2171,76,3766,USA,China,2025-08-07,0.0,None
2172,76,3599,USA,Nigeria,2025-10-03,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2173,76,4893,USA,Canada,2025-08-17,0.0,None
2174,76,4356,USA,Switzerland,2025-09-05,0.0,None
2175,76,2432,USA,USA,2025-08-12,0.0,None
2176,76,3719,USA,UK,2025-09-09,0.0,None
2177,76,3841,USA,USA,2025-07-25,0.0,None
2178,76,2824,USA,USA,2025-08-21,0.0,None
2179,76,3019,USA,USA,2025-08-05,0.0,None
2180,76,46767,USA,USA,2025-09-03,0.8,High Transaction Amount(0.8)
2181,76,4455,USA,USA,2025-08-06,0.0,None
2182,76,3773,USA,USA,2025-09-15,0.0,None
2183,76,32327,USA,Nigeria,2025-08-18,2.6,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2184,76,40938,USA,Canada,2025-10-05,0.8,High Transaction Amount(0.8)
2185,76,4166,USA,Russia,2025-09-24,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2186,77,3247,Nigeria,Nigeria,2025-09-16,0.9,High-Risk Country (Destination)(0.9)
2187,77,4614,Nigeria,Nigeria,2025-10-07,0.9,High-Risk Country (Destination)(0.9)
2188,77,3596,Nigeria,Nigeria,2025-07-21,0.9,High-Risk Country (Destination)(0.9)
2189,77,2595,Nigeria,Nigeria,2025-09-10,0.9,High-Risk Country (Destination)(0.9)
2190,77,3221,Nigeria,Nigeria,2025-07-24,0.9,High-Risk Country (Destination)(0.9)
2191,77,4926,Nigeria,Nigeria,2025-09-08,0.9,High-Risk Country (Destination)(0.9)
2192,77,3739,Nigeria,Nigeria,2025-09-27,0.9,High-Risk Country (Destination)(0.9)
2193,77,3720,Nigeria,Nigeria,2025-08-08,0.9,High-Risk Country (Destination)(0.9)
2194,77,4435,Nigeria,Nigeria,2025-09-18,0.9,High-Risk Country (Destination)(0.9)
2195,77,3839,Nigeria,Nigeria,2025-09-19,0.9,High-Risk Country (Destination)(0.9)
2196,77,4175,Nigeria,Nigeria,2025-09-27,0.9,High-Risk Country (Destination)(0.9)
2197,77,3033,Nigeria,UAE,2025-07-27,0.0,None
2198,77,4708,Nigeria,Nigeria,2025-07-28,0.9,High-Risk Country (Destination)(0.9)
2199,77,17493,Nigeria,Australia,2025-07-24,0.8,High Transaction Amount(0.8)
2200,77,2956,Nigeria,Nigeria,2025-10-08,0.9,High-Risk Country (Destination)(0.9)
2201,77,4129,Nigeria,Canada,2025-07-29,0.0,None
2202,78,4628,Nigeria,Nigeria,2025-09-22,0.9,High-Risk Country (Destination)(0.9)
2203,78,2395,Nigeria,Nigeria,2025-08-09,0.9,High-Risk Country (Destination)(0.9)
2204,78,3587,Nigeria,Nigeria,2025-09-22,0.9,High-Risk Country (Destination)(0.9)
2205,78,4170,Nigeria,Nigeria,2025-09-22,0.9,High-Risk Country (Destination)(0.9)
2206,78,4123,Nigeria,Nigeria,2025-08-28,0.9,High-Risk Country (Destination)(0.9)
2207,78,4308,Nigeria,Nigeria,2025-07-16,0.9,High-Risk Country (Destination)(0.9)
2208,78,2710,Nigeria,Nigeria,2025-10-03,0.9,High-Risk Country (Destination)(0.9)
2209,78,3002,Nigeria,Nigeria,2025-09-01,0.9,High-Risk Country (Destination)(0.9)
2210,78,2331,Nigeria,Russia,2025-08-23,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2211,78,2504,Nigeria,Nigeria,2025-10-11,0.9,High-Risk Country (Destination)(0.9)
2212,78,2956,Nigeria,Nigeria,2025-08-06,0.9,High-Risk Country (Destination)(0.9)
2213,78,3414,Nigeria,Nigeria,2025-09-23,0.9,High-Risk Country (Destination)(0.9)
2214,78,4748,Nigeria,Nigeria,2025-09-22,0.9,High-Risk Country (Destination)(0.9)
2215,78,13329,Nigeria,Germany,2025-09-21,0.8,High Transaction Amount(0.8)
2216,78,2797,Nigeria,Nigeria,2025-08-31,0.9,High-Risk Country (Destination)(0.9)
2217,78,4196,Nigeria,Nigeria,2025-08-31,0.9,High-Risk Country (Destination)(0.9)
2218,78,2290,Nigeria,Nigeria,2025-09-14,0.9,High-Risk Country (Destination)(0.9)
2219,78,3208,Nigeria,Nigeria,2025-09-15,0.9,High-Risk Country (Destination)(0.9)
2220,78,3482,Nigeria,UK,2025-08-25,0.0,None
2221,78,2048,Nigeria,Nigeria,2025-09-25,0.9,High-Risk Country (Destination)(0.9)
2222,78,2885,Nigeria,Nigeria,2025-08-23,0.9,High-Risk Country (Destination)(0.9)
2223,78,3408,Nigeria,Nigeria,2025-07-27,0.9,High-Risk Country (Destination)(0.9)
2224,78,3920,Nigeria,Nigeria,2025-09-13,0.9,High-Risk Country (Destination)(0.9)
2225,78,4998,Nigeria,USA,2025-09-14,0.0,None
2226,78,3734,Nigeria,Nigeria,2025-09-22,0.9,High-Risk Country (Destination)(0.9)
2227,78,4209,Nigeria,Nigeria,2025-09-25,0.9,High-Risk Country (Destination)(0.9)
2228,78,3766,Nigeria,Nigeria,2025-08-25,0.9,High-Risk Country (Destination)(0.9)
2229,78,3478,Nigeria,Nigeria,2025-10-06,0.9,High-Risk Country (Destination)(0.9)
2230,78,4142,Nigeria,Nigeria,2025-08-11,0.9,High-Risk Country (Destination)(0.9)
2231,78,2032,Nigeria,Nigeria,2025-09-14,0.9,High-Risk Country (Destination)(0.9)
2232,78,3194,Nigeria,Nigeria,2025-09-25,0.9,High-Risk Country (Destination)(0.9)
2233,78,3011,Nigeria,Nigeria,2025-09-20,0.9,High-Risk Country (Destination)(0.9)
2234,78,47262,Nigeria,Nigeria,2025-10-06,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2235,78,3488,Nigeria,Nigeria,2025-08-11,0.9,High-Risk Country (Destination)(0.9)
2236,78,4312,Nigeria,Nigeria,2025-10-07,0.9,High-Risk Country (Destination)(0.9)
2237,78,4978,Nigeria,Russia,2025-08-28,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2238,78,4426,Nigeria,Nigeria,2025-07-28,0.9,High-Risk Country (Destination)(0.9)
2239,78,4087,Nigeria,Nigeria,2025-07-29,0.9,High-Risk Country (Destination)(0.9)
2240,78,4722,Nigeria,Nigeria,2025-08-09,0.9,High-Risk Country (Destination)(0.9)
2241,78,3876,Nigeria,Nigeria,2025-10-10,0.9,High-Risk Country (Destination)(0.9)
2242,78,3858,Nigeria,USA,2025-09-29,0.0,None
2243,78,4025,Nigeria,USA,2025-09-05,0.0,None
2244,78,2433,Nigeria,UK,2025-08-01,0.0,None
2245,78,4977,Nigeria,Nigeria,2025-09-22,0.9,High-Risk Country (Destination)(0.9)
2246,78,4595,Nigeria,Nigeria,2025-10-07,0.9,High-Risk Country (Destination)(0.9)
2247,78,2261,Nigeria,Nigeria,2025-10-04,0.9,High-Risk Country (Destination)(0.9)
2248,78,25045,Nigeria,Australia,2025-07-26,0.8,High Transaction Amount(0.8)
2249,78,3363,Nigeria,Nigeria,2025-08-19,0.9,High-Risk Country (Destination)(0.9)
2250,79,4143,Russia,UK,2025-08-17,0.0,None
2251,79,4696,Russia,Russia,2025-07-18,0.9,High-Risk Country (Destination)(0.9)
2252,79,3665,Russia,Russia,2025-09-10,0.9,High-Risk Country (Destination)(0.9)
2253,79,2539,Russia,Russia,2025-08-18,0.9,High-Risk Country (Destination)(0.9)
2254,79,4418,Russia,Russia,2025-09-25,0.9,High-Risk Country (Destination)(0.9)
2255,79,2908,Russia,Russia,2025-09-16,0.9,High-Risk Country (Destination)(0.9)
2256,79,3392,Russia,Russia,2025-08-23,0.9,High-Risk Country (Destination)(0.9)
2257,79,26334,Russia,Russia,2025-10-13,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2258,79,3449,Russia,Russia,2025-08-18,0.9,High-Risk Country (Destination)(0.9)
2259,79,2384,Russia,UAE,2025-08-14,0.0,None
2260,79,30279,Russia,Russia,2025-08-28,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2261,79,4142,Russia,Russia,2025-07-22,0.9,High-Risk Country (Destination)(0.9)
2262,79,2557,Russia,Switzerland,2025-07-22,0.0,None
2263,79,4791,Russia,Russia,2025-08-29,0.9,High-Risk Country (Destination)(0.9)
2264,79,3191,Russia,Russia,2025-08-04,0.9,High-Risk Country (Destination)(0.9)
2265,79,4220,Russia,Russia,2025-07-27,0.9,High-Risk Country (Destination)(0.9)
2266,80,4149,Germany,Germany,2025-10-09,0.0,None
2267,80,2748,Germany,Germany,2025-09-14,0.0,None
2268,80,3393,Germany,Germany,2025-07-21,0.0,None
2269,80,4291,Germany,Germany,2025-09-13,0.0,None
2270,80,3368,Germany,Germany,2025-07-24,0.0,None
2271,81,2982,Nigeria,Nigeria,2025-07-17,0.9,High-Risk Country (Destination)(0.9)
2272,81,2505,Nigeria,Nigeria,2025-08-21,0.9,High-Risk Country (Destination)(0.9)
2273,81,3787,Nigeria,China,2025-08-25,0.0,None
2274,81,4372,Nigeria,Switzerland,2025-09-21,0.0,None
2275,81,3304,Nigeria,Nigeria,2025-09-10,0.9,High-Risk Country (Destination)(0.9)
2276,81,3396,Nigeria,Russia,2025-09-03,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2277,81,2914,Nigeria,Nigeria,2025-09-30,0.9,High-Risk Country (Destination)(0.9)
2278,81,3559,Nigeria,Nigeria,2025-08-25,0.9,High-Risk Country (Destination)(0.9)
2279,81,2217,Nigeria,Nigeria,2025-09-01,0.9,High-Risk Country (Destination)(0.9)
2280,81,2753,Nigeria,Germany,2025-08-06,0.0,None
2281,82,4474,China,China,2025-10-07,0.0,None
2282,82,4723,China,China,2025-08-14,0.0,None
2283,82,2811,China,China,2025-09-29,0.0,None
2284,82,4511,China,China,2025-08-27,0.0,None
2285,82,3131,China,China,2025-10-05,0.0,None
2286,82,2538,China,China,2025-08-25,0.0,None
2287,82,3595,China,China,2025-07-24,0.0,None
2288,82,18663,China,China,2025-09-27,0.8,High Transaction Amount(0.8)
2289,82,3988,China,China,2025-08-26,0.0,None
2290,82,25633,China,Germany,2025-07-18,0.8,High Transaction Amount(0.8)
2291,82,3652,China,China,2025-10-06,0.0,None
2292,82,4260,China,China,2025-08-14,0.0,None
2293,82,45452,China,Nigeria,2025-08-22,2.6,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2294,82,4776,China,China,2025-10-07,0.0,None
2295,82,44801,China,China,2025-07-25,0.8,High Transaction Amount(0.8)
2296,82,3047,China,China,2025-10-10,0.0,None
2297,82,3661,China,China,2025-08-12,0.0,None
2298,82,4778,China,China,2025-10-11,0.0,None
2299,82,2790,China,China,2025-09-20,0.0,None
2300,82,2075,China,China,2025-09-04,0.0,None
2301,82,4698,China,China,2025-07-23,0.0,None
2302,82,2597,China,China,2025-08-08,0.0,None
2303,82,2813,China,China,2025-09-15,0.0,None
2304,82,2413,China,China,2025-07-18,0.0,None
2305,82,3518,China,China,2025-08-11,0.0,None
2306,82,4175,China,UK,2025-09-12,0.0,None
2307,82,2733,China,China,2025-08-03,0.0,None
2308,82,3204,China,China,2025-10-05,0.0,None
2309,82,12536,China,China,2025-08-11,0.8,High Transaction Amount(0.8)
2310,82,3078,China,China,2025-08-28,0.0,None
2311,82,21195,China,China,2025-09-15,0.8,High Transaction Amount(0.8)
2312,82,2216,China,China,2025-07-29,0.0,None
2313,82,4207,China,China,2025-09-03,0.0,None
2314,83,3049,Nigeria,Nigeria,2025-08-20,0.9,High-Risk Country (Destination)(0.9)
2315,83,43224,Nigeria,Nigeria,2025-07-26,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2316,83,2979,Nigeria,Nigeria,2025-09-12,0.9,High-Risk Country (Destination)(0.9)
2317,83,2838,Nigeria,Nigeria,2025-07-25,0.9,High-Risk Country (Destination)(0.9)
2318,83,4912,Nigeria,Nigeria,2025-08-13,0.9,High-Risk Country (Destination)(0.9)
2319,83,3183,Nigeria,Nigeria,2025-09-18,0.9,High-Risk Country (Destination)(0.9)
2320,83,4232,Nigeria,China,2025-09-18,0.0,None
2321,83,3801,Nigeria,Nigeria,2025-09-18,0.9,High-Risk Country (Destination)(0.9)
2322,83,47201,Nigeria,Nigeria,2025-07-16,1.7000000000000002,"High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2323,84,4222,Nigeria,Nigeria,2025-08-15,0.9,High-Risk Country (Destination)(0.9)
2324,84,2798,Nigeria,Nigeria,2025-08-21,0.9,High-Risk Country (Destination)(0.9)
2325,84,4342,Nigeria,Nigeria,2025-08-07,0.9,High-Risk Country (Destination)(0.9)
2326,84,2437,Nigeria,Germany,2025-10-07,0.0,None
2327,84,4720,Nigeria,Russia,2025-07-29,1.8,"High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2328,84,3546,Nigeria,Nigeria,2025-08-31,0.9,High-Risk Country (Destination)(0.9)
